ID_Origen;Nombre_Origen;ID_Destino;Nombre_Destino;Viajes
106;Ext_Noreste_Aoiz;7;Lezkairu;300
7;Lezkairu;106;Ext_Noreste_Aoiz;300
106;Ext_Noreste_Aoiz;8;Mendillorri;180
8;Mendillorri;106;Ext_Noreste_Aoiz;180
106;Ext_Noreste_Aoiz;9;Rochapea;360
9;Rochapea;106;Ext_Noreste_Aoiz;360
106;Ext_Noreste_Aoiz;10;Txantrea;480
10;Txantrea;106;Ext_Noreste_Aoiz;480
106;Ext_Noreste_Aoiz;11;San Jorge;540
11;San Jorge;106;Ext_Noreste_Aoiz;540
106;Ext_Noreste_Aoiz;12;Buztintxuri;180
12;Buztintxuri;106;Ext_Noreste_Aoiz;180
106;Ext_Noreste_Aoiz;13;Etxabakoitz;480
13;Etxabakoitz;106;Ext_Noreste_Aoiz;480
